StartDate,LongStock,LongStartPrice,ShortStock,ShortStartPrice,ClosingDate,LongClosingPrice,ShortClosingPrice,Status,GrossProfit,GrossProfitMinusOrderfees,ReturnRate,ReturnRatePA
446,CPT,95.6054916381836,PSA,270.0019226074219,454,92.73505401611328,240.0204010009766,Normally closed,40.50905422860523,38.36619708574808,0.03836619708574809,2.273724006923972
447,CPT,95.4867172241211,PSA,269.1710510253906,454,92.73505401611328,240.0204010009766,Normally closed,39.74031457343557,37.59745743057842,0.03759745743057842,2.776072804773354
448,CPT,95.87274169921875,PSA,272.741943359375,454,92.73505401611328,240.0204010009766,Normally closed,43.62245218079129,41.47959503793415,0.04147959503793414,4.51229121047303
59,ZION,64.96739959716797,PRU,110.5237655639648,112,48.61021041870117,87.14847564697266,Normally closed,-20.13987131393401,-22.2307804048431,-0.0222307804048431,-0.1013787961315397
60,ZION,62.75959014892578,PRU,110.0116577148438,112,48.61021041870117,87.14847564697266,Normally closed,-8.814291150959306,-10.9052002418684,-0.0109052002418684,-0.05175137729465451
61,ZION,61.07345962524414,PRU,108.0638122558594,112,48.61021041870117,87.14847564697266,Normally closed,-5.261820926976313,-7.352730017885404,-0.007352730017885403,-0.03580850846669237
62,ZION,59.89969253540039,PRU,108.2741470336914,112,48.61021041870117,87.14847564697266,Normally closed,3.319835707632564,1.228926616723473,0.001228926616723473,0.006209184969205639
63,ZION,59.71337127685547,PRU,106.4269027709961,112,48.61021041870117,87.14847564697266,Normally closed,-2.399262062058227,-4.490171152967318,-0.004490171152967318,-0.02287853354325542
64,ZION,59.99285125732422,PRU,106.8567123413086,112,48.61021041870117,87.14847564697266,Normally closed,-2.648586671922871,-4.739495762831962,-0.004739495762831961,-0.02463303519045679
65,ZION,59.31280136108398,PRU,106.7469711303711,112,48.61021041870117,87.14847564697266,Normally closed,1.577242631230732,-0.5136664596783591,-0.0005136664596783591,-0.002751043069783576
66,ZION,58.85633087158203,PRU,104.8448638916016,112,48.61021041870117,87.14847564697266,Normally closed,-2.650280948468463,-4.741190039377554,-0.004741190039377554,-0.02569924903120002
67,ZION,59.51774215698242,PRU,106.7286834716797,112,48.61021041870117,87.14847564697266,Normally closed,0.09628543334703465,-1.994623657562056,-0.001994623657562056,-0.01111877159381069
68,ZION,59.83448028564453,PRU,106.5366363525391,112,48.61021041870117,87.14847564697266,Normally closed,-2.801402270511346,-4.892311361420437,-0.004892311361420437,-0.02769755558102482
69,ZION,58.89359283447266,PRU,105.6678924560547,112,48.61021041870117,87.14847564697266,Normally closed,0.3255295298296375,-1.765379561079453,-0.001765379561079453,-0.01030165901056157
70,ZION,59.63884353637695,PRU,106.3537521362305,112,48.61021041870117,87.14847564697266,Normally closed,-2.172224345583203,-4.263133436492294,-0.004263133436492293,-0.02530773066224656
71,ZION,58.6141242980957,PRU,107.2133636474609,112,48.61021041870117,87.14847564697266,Normally closed,8.237508003426996,6.146598912517905,0.006146598912517905,0.03838172006718321
72,ZION,59.32211685180664,PRU,108.365592956543,112,48.61021041870117,87.14847564697266,Normally closed,7.610062974184174,5.519153883275083,0.005519153883275084,0.03528325822918266
74,ZION,60.75673294067383,PRU,110.706657409668,112,48.61021041870117,87.14847564697266,Normally closed,6.438819440173674,4.347910349264583,0.004347910349264583,0.02918889257759072
75,ZION,57.97134017944336,PRU,109.6092758178711,112,48.61021041870117,87.14847564697266,Normally closed,21.71919207179556,19.62828298088647,0.01962828298088647,0.1415528018521295
76,ZION,56.58331680297852,PRU,105.9239349365234,112,48.61021041870117,87.14847564697266,Normally closed,18.17251666547574,16.08160757456665,0.01608160757456665,0.1181501616119547
77,ZION,56.90935897827148,PRU,104.2413024902344,112,48.61021041870117,87.14847564697266,Normally closed,9.071326457307066,6.980417366397975,0.006980417366397975,0.05135983022166313
78,ZION,52.00932693481445,PRU,100.9491882324219,112,48.61021041870117,87.14847564697266,Normally closed,35.67679630314405,33.58588721223496,0.03358588721223496,0.2774191037331628
